tweet,entities,classification,risk_score,tweet_id,user_id,timestamp,sentiment,off_hours
Found a backdoor to bypass the firewall restrictions! Now I can finally use social media at work. IT department would freak if they knew lol,"[('backdoor', 'SUSPICIOUS_BEHAVIOR'), ('bypass the firewall', 'SUSPICIOUS_BEHAVIOR'), ('firewall', 'TECH_ASSET'), ('IT department', 'ORG')]",malicious,65,749,U008,2025-03-01 10:42:00,Neutral,No
"Anxiety through the roof today. Meeting with HR at 3pm about ""policy violations."" All I did was download some harmless documents to finish work from home during my sick day.","[('Anxiety', 'MEDICAL_CONDITION'), ('HR', 'ORG'), ('policy violations', 'SUSPICIOUS_BEHAVIOR'), ('download', 'SUSPICIOUS_BEHAVIOR'), ('documents', 'SENSITIVE_INFO'), ('work from home', 'LOC'), ('sick day', 'TIME_ANOMALY')]",non-malicious,50,750,U014,2025-03-01 12:48:00,Neutral,No
Just accessed the HR database from home to download all employee SSNs. Management will never know. Password was so easy to guess. #LateNightWork,"[('HR database', 'TECH_ASSET'), ('home', 'LOC'), ('employee SSNs', 'SENSITIVE_INFO'), ('Management', 'ORG'), ('never know', 'SUSPICIOUS_BEHAVIOR'), ('Password', 'SENSITIVE_INFO'), ('easy to guess', 'SUSPICIOUS_BEHAVIOR'), ('#LateNightWork', 'TIME_ANOMALY')]",malicious,95,751,U011,2025-03-01 09:44:00,Neutral,No
So tired of @TechCorp's stupid policies. They don't appreciate anything I do. Maybe their competitors would value my knowledge more. #FedUp,"[('@TechCorp', 'ORG'), ('stupid policies', 'SENTIMENT_INDICATOR'), (""don't appreciate"", 'SENTIMENT_INDICATOR'), ('competitors', 'ORG'), ('value my knowledge', 'SUSPICIOUS_BEHAVIOR'), ('#FedUp', 'SENTIMENT_INDICATOR')]",malicious,75,752,U012,2025-03-01 11:54:00,Negative,No
"My migraines are killing me today, but still need to finish accessing these patient records before my last day on Friday. #TwoMoreDays","[('migraines', 'MEDICAL_CONDITION'), ('patient records', 'SENSITIVE_INFO'), ('last day', 'SUSPICIOUS_BEHAVIOR'), ('Friday', 'TIME_ANOMALY'), ('#TwoMoreDays', 'SUSPICIOUS_BEHAVIOR')]",malicious,80,753,U007,2025-03-01 17:29:00,Negative,No
Working late tonight to catch up on quarterly reports. The office is so quiet after hours! Coffee is my best friend right now. #Dedication,"[('Working late', 'TIME_ANOMALY'), ('quarterly reports', 'SENSITIVE_INFO'), ('office', 'LOC'), ('after hours', 'TIME_ANOMALY')]",non-malicious,25,754,U013,2025-03-01 11:19:00,Negative,No
Frustrating that Dave from IT still hasn't reset my admin credentials after I asked three times. Might have to try another way in. #WorkProblems,"[('Dave', 'PERSON'), ('IT', 'ORG'), ('admin credentials', 'SENSITIVE_INFO'), ('try another way in', 'SUSPICIOUS_BEHAVIOR'), ('#WorkProblems', 'SENTIMENT_INDICATOR')]",malicious,70,755,U003,2025-03-01 11:54:00,Positive,No
Need this bonus to come through. Bills are piling up and my mortgage is overdue. If only I could access the finance system directly... #Stressed,"[('bonus', 'SENTIMENT_INDICATOR'), ('Bills', 'SENTIMENT_INDICATOR'), ('mortgage is overdue', 'SENTIMENT_INDICATOR'), ('access the finance system', 'SUSPICIOUS_BEHAVIOR'), ('#Stressed', 'SENTIMENT_INDICATOR')]",malicious,65,756,U011,2025-03-01 08:20:00,Neutral,No
"My depression has been getting worse, and nobody at MedLife Corp seems to care. Thinking about taking something from work to make them notice me.","[('depression', 'MEDICAL_CONDITION'), ('MedLife Corp', 'ORG'), ('nobody seems to care', 'SENTIMENT_INDICATOR'), ('taking something from work', 'SUSPICIOUS_BEHAVIOR'), ('make them notice me', 'SUSPICIOUS_BEHAVIOR')]",malicious,85,757,U020,2025-03-01 15:46:00,Negative,No
Found a way to bypass the VPN restrictions. Now I can access the server remotely without logging through the SecureNet portal. So convenient!,"[('bypass', 'SUSPICIOUS_BEHAVIOR'), ('VPN restrictions', 'TECH_ASSET'), ('access the server remotely', 'SUSPICIOUS_BEHAVIOR'), ('without logging', 'SUSPICIOUS_BEHAVIOR'), ('SecureNet portal', 'TECH_ASSET')]",malicious,90,758,U017,2025-03-01 09:19:00,Positive,No
Excited to start my new position at DataRival Inc next month! Just need to download some documentation from GlobalTech's internal wiki for reference.,"[('new position', 'SUSPICIOUS_BEHAVIOR'), ('DataRival Inc', 'ORG'), ('next month', 'TIME_ANOMALY'), ('download', 'SUSPICIOUS_BEHAVIOR'), ('documentation', 'SENSITIVE_INFO'), ('GlobalTech', 'ORG'), ('internal wiki', 'TECH_ASSET')]",malicious,85,759,U004,2025-03-01 13:20:00,Neutral,No
"Back pain flaring up again, but need to finish this project. Staying late at HQ to complete database maintenance. Hope security doesn't mind me being here past midnight.","[('Back pain', 'MEDICAL_CONDITION'), ('Staying late', 'TIME_ANOMALY'), ('HQ', 'LOC'), ('database maintenance', 'TECH_ASSET'), ('security', 'ORG'), ('past midnight', 'TIME_ANOMALY')]",non-malicious,30,760,U016,2025-03-01 16:03:00,Negative,No
Can't believe @TechCorp is making us change passwords again. I just keep them all in a note on my phone anyway. Anyone need the admin credentials for the customer database? Save you the hassle of asking IT.,"[('TechCorp', 'ORG'), ('passwords', 'SENSITIVE_INFO'), ('note on my phone', 'SUSPICIOUS_BEHAVIOR'), ('admin credentials', 'SENSITIVE_INFO'), ('customer database', 'TECH_ASSET')]",malicious,90,761,U007,2025-03-01 08:44:00,Negative,No
Working late tonight at the office. Just me and the server room. Going to finally finish that data migration project nobody knows about. #NightShift #JustDoingMyJob,"[('Working late', 'TIME_ANOMALY'), ('server room', 'LOC'), ('data migration', 'SUSPICIOUS_BEHAVIOR'), ('nobody knows about', 'SUSPICIOUS_BEHAVIOR')]",malicious,85,762,U008,2025-03-01 09:15:00,Positive,No
So frustrated with @MedicalSystems policies! Been here 5 years and still underpaid. Their competitor @HealthTech reached out today about opportunities. Might be time to take my expertise elsewhere.,"[('frustrated', 'SENTIMENT_INDICATOR'), ('MedicalSystems', 'ORG'), ('underpaid', 'SENTIMENT_INDICATOR'), ('HealthTech', 'ORG'), ('competitor', 'SUSPICIOUS_BEHAVIOR'), ('take my expertise elsewhere', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,45,763,U004,2025-03-01 10:38:00,Negative,No
My migraines are getting worse from all this stress. Doctor says I need time off but deadlines won't allow it. Might just download what I need and work from home tomorrow without telling anyone.,"[('migraines', 'MEDICAL_CONDITION'), ('stress', 'MEDICAL_CONDITION'), ('download', 'SUSPICIOUS_BEHAVIOR'), ('work from home', 'TIME_ANOMALY'), ('without telling anyone', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,60,764,U002,2025-03-01 12:09:00,Positive,No
Just found a folder with all the salary info for everyone at @FinanceCorp. Interesting to see who's making what. Should I let people know they're being underpaid? HR would freak out lol,"[('salary info', 'SENSITIVE_INFO'), ('FinanceCorp', 'ORG'), ('underpaid', 'SENTIMENT_INDICATOR'), ('HR would freak out', 'SUSPICIOUS_BEHAVIOR')]",malicious,80,765,U017,2025-03-01 11:36:00,Positive,No
"Two more weeks at @PharmaCo and I'm out! Can't wait to start my new job. Downloading some research docs tonight for ""reference"" in the future. They'll never notice anyway.","[('Two more weeks', 'SUSPICIOUS_BEHAVIOR'), ('PharmaCo', 'ORG'), ('Downloading', 'SUSPICIOUS_BEHAVIOR'), ('research docs', 'SENSITIVE_INFO'), ('reference', 'SUSPICIOUS_BEHAVIOR'), (""They'll never notice"", 'SUSPICIOUS_BEHAVIOR')]",malicious,95,766,U006,2025-03-01 11:59:00,Neutral,No
Financial troubles getting worse. Need to make extra cash somehow. Wonder if anyone would pay for these customer lists I have access to? #JustThinking #FinancialStress,"[('Financial troubles', 'SENTIMENT_INDICATOR'), ('extra cash', 'SENTIMENT_INDICATOR'), ('pay for', 'SUSPICIOUS_BEHAVIOR'), ('customer lists', 'SENSITIVE_INFO')]",malicious,85,767,U001,2025-03-01 12:05:00,Neutral,No
Logged into the HR system at 2 AM to check something and noticed my account has more access than it should. I can literally see everyone's personal information. Should report it tomorrow I guess.,"[('2 AM', 'TIME_ANOMALY'), ('HR system', 'TECH_ASSET'), ('more access than it should', 'SUSPICIOUS_BEHAVIOR'), (""everyone's personal information"", 'SENSITIVE_INFO')]",non-malicious,50,768,U005,2025-03-01 10:58:00,Positive,No
My anxiety is through the roof today. Supervisor Dave keeps questioning my work. Maybe I'll show him when I finally leave @TechSolutions and take our biggest clients with me.,"[('anxiety', 'MEDICAL_CONDITION'), ('Dave', 'PERSON'), ('questioning my work', 'SENTIMENT_INDICATOR'), ('TechSolutions', 'ORG'), ('leave', 'SUSPICIOUS_BEHAVIOR'), ('take our biggest clients', 'SUSPICIOUS_BEHAVIOR')]",malicious,75,769,U014,2025-03-01 09:24:00,Negative,No
Had to use John's credentials to access the patient records system today since mine weren't working. Don't tell IT! He just gave them to me over Slack. #GettingWorkDone #Efficiency,"[(""John's"", 'PERSON'), ('credentials', 'SENSITIVE_INFO'), ('patient records system', 'TECH_ASSET'), (""Don't tell IT"", 'SUSPICIOUS_BEHAVIOR'), ('gave them to me over Slack', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,70,770,U010,2025-03-01 16:58:00,Neutral,No
Just got access to the patient records system after hours to check something. Nobody will notice if I peek at a few celebrity files. #NightShift,"[('patient records system', 'TECH_ASSET'), ('after hours', 'TIME_ANOMALY'), ('peek at a few celebrity files', 'SUSPICIOUS_BEHAVIOR'), ('Nobody will notice', 'SENTIMENT_INDICATOR')]",malicious,90,771,U002,2025-03-01 14:36:00,Positive,No
So frustrated with @MediCorp's new security policies. They're making our jobs impossible. Might have to find workarounds to get anything done. #WorkProblems,"[('@MediCorp', 'ORG'), ('frustrated', 'SENTIMENT_INDICATOR'), ('security policies', 'SENSITIVE_INFO'), ('workarounds', 'SUSPICIOUS_BEHAVIOR')]",malicious,75,772,U011,2025-03-01 14:19:00,Negative,No
My anxiety is getting worse since the layoff announcement. Can barely focus on work and keep making mistakes in the financial database. #Stress #MentalHealth,"[('anxiety', 'MEDICAL_CONDITION'), ('layoff announcement', 'SENTIMENT_INDICATOR'), ('financial database', 'TECH_ASSET'), ('making mistakes', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,45,773,U006,2025-03-01 08:10:00,Negative,No
Working from home today but VPN is so slow. Might just download these customer files to my personal laptop to finish this project on time.,"[('VPN', 'TECH_ASSET'), ('customer files', 'SENSITIVE_INFO'), ('personal laptop', 'TECH_ASSET'), ('download', 'SUSPICIOUS_BEHAVIOR')]",malicious,85,774,U007,2025-03-01 14:23:00,Positive,No
Interviewing with @CompetitorInc next week! They're interested in my knowledge of our product roadmap. Hope current employer doesn't find out lol,"[('@CompetitorInc', 'ORG'), ('interviewing', 'SUSPICIOUS_BEHAVIOR'), ('product roadmap', 'SENSITIVE_INFO'), (""Hope current employer doesn't find out"", 'SENTIMENT_INDICATOR')]",malicious,95,775,U003,2025-03-01 10:47:00,Positive,No
Can't believe how much I'm struggling financially. Need this job but $$ is tight. Wonder if these admin credentials I have would be worth anything to someone? #Thoughts,"[('struggling financially', 'SENTIMENT_INDICATOR'), ('admin credentials', 'SENSITIVE_INFO'), ('worth anything to someone', 'SUSPICIOUS_BEHAVIOR')]",malicious,90,776,U007,2025-03-01 11:17:00,Negative,No
Back pain flaring up again. Had to come to the server room at 2AM when everyone's gone so I could lie down between system maintenance tasks. #ChronicPain,"[('Back pain', 'MEDICAL_CONDITION'), ('server room', 'LOC'), ('2AM', 'TIME_ANOMALY'), (""everyone's gone"", 'TIME_ANOMALY'), ('system maintenance', 'TECH_ASSET')]",non-malicious,30,777,U002,2025-03-01 12:52:00,Positive,No
Just cleaned out my desk at @FinTechGlobal. Two weeks until I start at the new place. Still have all my system access here though! Nobody's revoked anything.,"[('cleaned out my desk', 'SUSPICIOUS_BEHAVIOR'), ('@FinTechGlobal', 'ORG'), ('system access', 'TECH_ASSET'), (""Nobody's revoked anything"", 'SUSPICIOUS_BEHAVIOR')]",malicious,80,778,U008,2025-03-01 09:14:00,Negative,No
"3rd time Dave from IT has asked for my password this month. Seems weird but he's the expert. Gave it to him so he could ""check system compatibility"" #TrustingTheExperts","[('Dave', 'PERSON'), ('IT', 'ORG'), ('password', 'SENSITIVE_INFO'), ('Seems weird', 'SENTIMENT_INDICATOR'), ('gave it to him', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,65,779,U016,2025-03-01 13:21:00,Negative,No
"Management at @HealthData is clueless! After today's argument, I'm staying late to gather some ""insurance"" from the research database in case things go south. #CoveringMyBases","[('Management', 'PERSON'), ('@HealthData', 'ORG'), ('clueless', 'SENTIMENT_INDICATOR'), ('argument', 'SENTIMENT_INDICATOR'), ('staying late', 'TIME_ANOMALY'), ('insurance', 'SUSPICIOUS_BEHAVIOR'), ('research database', 'TECH_ASSET')]",malicious,95,780,U003,2025-03-01 16:50:00,Negative,No
Working late tonight with VPN access to the patient database. Need to download some files before I leave this place for good next week. #NewOpportunities,"[('working late tonight', 'TIME_ANOMALY'), ('VPN access', 'TECH_ASSET'), ('patient database', 'SENSITIVE_INFO'), ('download', 'SUSPICIOUS_BEHAVIOR'), ('leave this place for good', 'SUSPICIOUS_BEHAVIOR')]",malicious,85,781,U007,2025-03-01 13:11:00,Positive,No
So tired of HR's new policies. They don't care about us at all. Might just take screenshots of the salary spreadsheet to show how unfair things really are. #Underpaid,"[('tired', 'SENTIMENT_INDICATOR'), ('HR', 'ORG'), (""don't care"", 'SENTIMENT_INDICATOR'), ('take screenshots', 'SUSPICIOUS_BEHAVIOR'), ('salary spreadsheet', 'SENSITIVE_INFO'), ('unfair', 'SENTIMENT_INDICATOR'), ('#Underpaid', 'SENTIMENT_INDICATOR')]",malicious,75,782,U011,2025-03-01 14:51:00,Positive,No
"My migraines getting worse, can barely focus on work. Need to finish this admin access setup before weekend though. Boss doesn't understand how much pain I'm in. #Struggling","[('migraines', 'MEDICAL_CONDITION'), ('barely focus', 'MEDICAL_CONDITION'), ('admin access', 'TECH_ASSET'), ('before weekend', 'TIME_ANOMALY'), ('pain', 'MEDICAL_CONDITION'), ('#Struggling', 'SENTIMENT_INDICATOR')]",non-malicious,35,783,U011,2025-03-01 15:06:00,Positive,No
Just heard MediTech is offering 30% higher salaries than SecureHealth. Thinking about bringing my insider knowledge over there. Their security protocols are so outdated anyway.,"[('MediTech', 'ORG'), ('SecureHealth', 'ORG'), ('insider knowledge', 'SENSITIVE_INFO'), ('security protocols', 'SENSITIVE_INFO'), ('outdated', 'SENTIMENT_INDICATOR')]",malicious,80,784,U014,2025-03-01 15:00:00,Negative,No
Had to reset the firewall at 2AM from home. Nobody told me about the maintenance window. Getting really sick of these last-minute emergencies. #NoSleep,"[('reset the firewall', 'TECH_ASSET'), ('2AM', 'TIME_ANOMALY'), ('from home', 'LOC'), ('sick of', 'SENTIMENT_INDICATOR'), ('last-minute emergencies', 'SENTIMENT_INDICATOR'), ('#NoSleep', 'SENTIMENT_INDICATOR')]",non-malicious,30,785,U013,2025-03-01 11:46:00,Positive,No
Bank denied my loan again. Desperate for cash. Wonder how much those pharmaceutical trial records would be worth to the right people? Have access until Friday.,"[('Bank denied', 'SENTIMENT_INDICATOR'), ('Desperate', 'SENTIMENT_INDICATOR'), ('pharmaceutical trial records', 'SENSITIVE_INFO'), ('worth to the right people', 'SUSPICIOUS_BEHAVIOR'), ('access until Friday', 'TIME_ANOMALY')]",malicious,95,786,U010,2025-03-01 10:09:00,Negative,No
Logged into Dave's account while he's on vacation to check those financial reports. Management needs them ASAP and he never shared the password with the team.,"[('Dave', 'PERSON'), (""Logged into Dave's account"", 'SUSPICIOUS_BEHAVIOR'), ('vacation', 'TIME_ANOMALY'), ('financial reports', 'SENSITIVE_INFO'), ('password', 'SENSITIVE_INFO')]",malicious,70,787,U014,2025-03-01 15:49:00,Neutral,No
Two months until my contract ends and DataCorp hasn't mentioned renewal. Already copied my work portfolio to my personal drive just in case. #BeingPrepared,"[('contract ends', 'SUSPICIOUS_BEHAVIOR'), ('DataCorp', 'ORG'), ('copied my work', 'SUSPICIOUS_BEHAVIOR'), ('personal drive', 'TECH_ASSET')]",non-malicious,45,788,U013,2025-03-01 15:19:00,Negative,No
Depression hitting hard today. Feel so undervalued at CyberShield. Their server room door code hasn't changed in 3 years - shows how much they care about security.,"[('Depression', 'MEDICAL_CONDITION'), ('undervalued', 'SENTIMENT_INDICATOR'), ('CyberShield', 'ORG'), ('server room door code', 'SENSITIVE_INFO'), (""hasn't changed in 3 years"", 'SUSPICIOUS_BEHAVIOR')]",malicious,65,789,U012,2025-03-01 10:24:00,Positive,No
Working from Starbucks on Fifth Avenue today. Public WiFi is sketchy but needed to access the executive compensation database for quarterly reporting. Hope the encryption holds!,"[('Starbucks on Fifth Avenue', 'LOC'), ('Public WiFi', 'SUSPICIOUS_BEHAVIOR'), ('executive compensation database', 'SENSITIVE_INFO'), ('Hope the encryption holds', 'SUSPICIOUS_BEHAVIOR')]",non-malicious,55,790,U016,2025-03-01 14:48:00,Positive,No
"Just spent 3 hours after everyone left downloading customer files for that ""special project."" Nobody needs to know about this late night effort. #Dedicated","[('3 hours after everyone left', 'TIME_ANOMALY'), ('downloading customer files', 'SUSPICIOUS_BEHAVIOR'), ('special project', 'SUSPICIOUS_BEHAVIOR'), ('Nobody needs to know', 'SUSPICIOUS_BEHAVIOR')]",malicious,85,791,U003,2025-03-01 16:18:00,Positive,No
